[2024-07-29 12:38:53,569] 20 root - INFO - pickle file location -  F:\python\student_performance_analysis\artifacts\preprocessor.pkl
[2024-07-29 12:38:55,150] 28 root - INFO - Entered the data ingestion method or component
[2024-07-29 12:38:55,306] 31 root - INFO - Read the dataset as dataframe
[2024-07-29 12:38:55,421] 35 root - INFO - Raw data file had been created
[2024-07-29 12:38:55,505] 38 root - INFO - Raw data had been splited
[2024-07-29 12:38:55,524] 41 root - INFO - Train data had been created
[2024-07-29 12:38:55,528] 43 root - INFO - Test data had been created
[2024-07-29 12:38:55,544] 68 root - INFO - Train and Test data had been read
[2024-07-29 12:38:55,544] 69 root - INFO - Obtaining preprocessor object
[2024-07-29 12:38:55,544] 28 root - INFO - Entered get_data_transformation_object function in the class
[2024-07-29 12:38:55,545] 40 root - INFO - Numerical columns encoding completed
[2024-07-29 12:38:55,545] 50 root - INFO - Catagorical columns Encoding completed
[2024-07-29 12:38:55,584] 82 root - INFO - Applying preprocessing object on training dataframe and testing dataframe
[2024-07-29 12:38:55,809] 96 root - INFO - Saved preprocessing object
[2024-07-29 12:38:55,809] 37 root - INFO - Spliting training and testing data 
[2024-07-29 12:38:55,810] 93 root - INFO - Evaluation model started
[2024-07-29 12:38:55,810] 18 root - INFO - ExceptionError - Error occured in python script name [f:\python\student_performance_analysis\src\utils.py] line number [30] error message ['Randomforest']
[2024-07-29 12:38:55,852] 18 root - INFO - ExceptionError - Error occured in python script name [f:\python\student_performance_analysis\src\utils.py] line number [30] error message ['Randomforest']
[2024-07-29 12:38:55,869] 18 root - INFO - ExceptionError - Error occured in python script name [f:\python\student_performance_analysis\src\component\model_trainer.py] line number [94] error message [Error occured in python script name [f:\python\student_performance_analysis\src\utils.py] line number [30] error message ['Randomforest']]
